row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any,sample_review_label,entity_text_present_in_statement,review_note
1384,PINNACLE INVESTMENT MANAGEMENT,risk,Approval by the Foreign Investment Review Board is required for the NPS/Townsend partnership's purchase,active,0.82,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:14+00:00,2026-05-04T16:42:14+00:00,fanout_0064,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1595,QBE,observed_fact,Insurance Australia Group Limited showed strong returns despite recent decline,active,0.81,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:26+00:00,2026-05-04T17:27:26+00:00,fanout_0067,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1591,QBE,observed_fact,Nib Holdings saw a 56% increase over five years,active,0.84,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:26+00:00,2026-05-04T17:27:26+00:00,fanout_0068,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1372,PINNACLE INVESTMENT MANAGEMENT,observed_fact,Pinnacle’s equity interest in METRICS CREDIT HOLDINGS will be restored to about 35%,active,0.85,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:13+00:00,2026-05-04T16:42:13+00:00,fanout_0069,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1388,PINNACLE INVESTMENT MANAGEMENT,risk,Potential risks associated with the transition of equity and the involvement of new shareholders,active,0.8,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:14+00:00,2026-05-04T16:42:14+00:00,fanout_0070,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1587,QBE,observed_fact,QBE Insurance Group has demonstrated strong EPS growth over multiple years,active,0.85,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:24+00:00,2026-05-04T17:27:24+00:00,fanout_0071,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,yes,sampled_for_operator_review
1599,QBE,observed_fact,"Suncorp Group Limited is trading with a P/E ratio of 14.8x, analysts estimate a decline in earnings over the next three years",active,0.85,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:26+00:00,2026-05-04T17:27:26+00:00,fanout_0072,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1603,QBE,risk,Suncorp Group Limited's P/E ratio might not align with negative growth expectations,active,0.82,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:26+00:00,2026-05-04T17:27:26+00:00,fanout_0073,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1380,PINNACLE INVESTMENT MANAGEMENT,observed_fact,The equity purchases are expected to be completed during the second and third quarter of 2026,active,0.86,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:14+00:00,2026-05-04T16:42:14+00:00,fanout_0074,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1364,PINNACLE INVESTMENT MANAGEMENT,strategic_initiative,"The National Pension Service of Korea (NPS) through its strategic partnership with TOWNSEND HOLDINGS agrees to purchase another 6.37% of existing equity in Metrics, taking its shareholding to 9.9%.'}",active,0.81,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:12+00:00,2026-05-04T16:42:12+00:00,fanout_0075,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1376,PINNACLE INVESTMENT MANAGEMENT,strategic_initiative,The National Pension Service of Korea (NPS) through its strategic partnership with TOWNSEND HOLDINGS will take its shareholding to 9.9%,active,0.81,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:14+00:00,2026-05-04T16:42:14+00:00,fanout_0076,4,candidate_manual_review,manual_review,row has provenance but insufficient deterministic target/scope evidence for automated cleanup,low,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1583,QBE,observed_fact,"{'date': '2025-04-08', 'description': 'Suncorp Group Limited (ASX:SUN) trading with a P/E ratio of 14.8x, analysts estimate a decline in earnings over the next three years.'}",active,0.88,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:24+00:00,2026-05-04T17:27:24+00:00,fanout_0077,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1579,QBE,observed_fact,"{'date': '2025-04-09', 'description': 'Insurance Australia Group Limited (ASX:IAG) showed strong returns despite recent decline, with impressive 3-year growth in earnings per share.'}",active,0.89,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:24+00:00,2026-05-04T17:27:24+00:00,fanout_0078,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1575,QBE,observed_fact,"{'date': '2025-04-09', 'description': 'Nib Holdings (ASX:NHF) saw a 56% increase over five years, operating within the healthcare insurance sector.'}",active,0.88,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:24+00:00,2026-05-04T17:27:24+00:00,fanout_0079,4,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1571,QBE,observed_fact,"{'date': '2025-04-19', 'description': 'Wiseway Group, listed on the All Ordinaries and ASX Emerging Companies indexes, showed upward movement in return on capital employed.'}",active,0.88,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:24+00:00,2026-05-04T17:27:24+00:00,fanout_0080,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1567,QBE,observed_fact,"{'date': '2025-04-24', 'description': 'Australian market nears 8,000 points, with a focus on dividend stocks for stable income.'}",active,0.86,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:23+00:00,2026-05-04T17:27:23+00:00,fanout_0081,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1563,QBE,observed_fact,"{'date': '2025-04-29', 'description': 'QBE Insurance Group (ASX:QBE) demonstrated strong EPS growth over multiple years, maintained consistent revenue performance and steady EBIT margins, and company executives purchased shares.'}",active,0.89,news:art_5c310bef0f14a8ac13826bee,newspaper4k,DATA_MISSING,2026-05-03T07:41:44Z,2026-05-04T17:27:23+00:00,2026-05-04T17:27:23+00:00,fanout_0082,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,yes,sampled_for_operator_review
1368,PINNACLE INVESTMENT MANAGEMENT,observed_fact,"{'date': '2026-03-31', 'description': 'Graham McNamara, former managing partner of METRICS CREDIT HOLDINGS, retires but continues to be involved as an adviser.'}",active,0.88,news:art_1e01218da9c5674a9584063c,newspaper4k,DATA_MISSING,2026-05-04T07:11:00Z,2026-05-04T16:42:12+00:00,2026-05-04T16:42:12+00:00,fanout_0083,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1508,A2M,observed_fact,"{'date': '2026-05-03', 'description': ""A2 Milk's stock price drops significantly after recalling three batches of its USA infant formula.""}",active,0.88,news:art_06cd26d8be3fde12055ea3bf,newspaper4k,DATA_MISSING,2026-05-03T22:23:00Z,2026-05-04T17:14:30+00:00,2026-05-04T17:14:30+00:00,fanout_0084,4,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target A2M/A2 MILK, and entity matches; preserve text until source review confirms display-safe normalization",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
1504,A2M,observed_fact,"{'date': '2026-05-03', 'description': ""ASX opens lower due to US President Trump's comments on Iran's peace offer and anticipation of US employment data.""}",active,0.86,news:art_06cd26d8be3fde12055ea3bf,newspaper4k,DATA_MISSING,2026-05-03T22:23:00Z,2026-05-04T17:14:28+00:00,2026-05-04T17:14:28+00:00,fanout_0085,4,candidate_raw_payload_review,manual_review,raw dict-like row lacks enough structured attribution for automated cleanup,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review,manual_review,no,sampled_for_operator_review
