row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any
477,A2 MILK,catalyst,A2 MILK's product recall,active,0.7,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:33+00:00,2026-05-04T08:24:33+00:00,fanout_0014,42,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
499,A2M,catalyst,A2 MILK's product recall,active,0.7,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:37+00:00,2026-05-04T08:24:37+00:00,fanout_0014,42,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
504,A2 MILK,catalyst,Voluntary recall of three batches of A2 Platinum USA label infant milk formula manufactured by Liz Sinlay,active,0.72,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:37+00:00,2026-05-04T08:24:37+00:00,fanout_0013,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
526,A2M,catalyst,Voluntary recall of three batches of A2 Platinum USA label infant milk formula manufactured by Liz Sinlay,active,0.72,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,fanout_0013,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
554,ACCENT GROUP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,fanout_0004,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets ACC/ACCENT GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
585,A2 MILK,risk,Negative trading updates from A2 MILK and ENDEAVOR GROUP,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:51+00:00,2026-05-04T08:24:51+00:00,fanout_0011,50,preserve_company_alias,alias_merge_candidate_later,"row text explicitly targets A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit",medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
586,ENDEAVOR GROUP,risk,Negative trading updates from A2 MILK and ENDEAVOR GROUP,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:51+00:00,2026-05-04T08:24:51+00:00,fanout_0011,50,preserve_company_alias,alias_merge_candidate_later,"row text explicitly targets A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit",medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
607,A2M,risk,Negative trading updates from A2 MILK and ENDEAVOR GROUP,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:54+00:00,2026-05-04T08:24:54+00:00,fanout_0011,50,preserve_company_alias,alias_merge_candidate_later,"row text explicitly targets A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit",medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
656,PETTIMED,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:03+00:00,2026-05-04T08:25:03+00:00,fanout_0001,67,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
659,PETT,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,fanout_0001,67,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
666,A2 MILK,risk,A2 MILK's product recall and negative market reaction,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,fanout_0017,41,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
779,PET,observed_fact,Pettimed's share price is down 35.71%,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:24+00:00,2026-05-04T08:25:24+00:00,fanout_0012,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
801,GCM,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:32+00:00,2026-05-04T08:25:32+00:00,fanout_0008,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
943,GCM,catalyst,Positive trading update for Chrysos Corporation,active,0.72,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:12+00:00,2026-05-04T08:26:12+00:00,fanout_0016,42,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1024,END,risk,Negative trading updates from A2 MILK and Endeavor Group,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:33+00:00,2026-05-04T08:26:33+00:00,fanout_0011,50,preserve_company_alias,alias_merge_candidate_later,"row text explicitly targets A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit",medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1058,PET,risk,Over issuance of shares by Pettimed leading to a significant drop in share price,active,0.76,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:41+00:00,2026-05-04T08:26:41+00:00,fanout_0021,34,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1061,PETT,risk,Over issuance of shares by Pettimed leading to a significant drop in share price,active,0.76,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:41+00:00,2026-05-04T08:26:41+00:00,fanout_0021,34,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1078,PET,risk,Pettimed's capital raising at 1 cent per share,active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:46+00:00,2026-05-04T08:26:46+00:00,fanout_0001,67,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1080,A2M,risk,A2 MILK's product recall and negative market reaction,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:48+00:00,2026-05-04T08:26:48+00:00,fanout_0017,41,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1111,GCM,risk,Chrysos Corporation's unexpected negative market reaction to a positive update,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:53+00:00,2026-05-04T08:26:53+00:00,fanout_0032,26,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1129,A2M,risk,Potential overreaction by the market to the recall announcement for A2 MILK,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:26:56+00:00,2026-05-04T08:26:56+00:00,fanout_0022,34,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1150,A2 MILK,risk,Potential overreaction by the market to the recall announcement for A2 MILK,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:27:00+00:00,2026-05-04T08:27:00+00:00,fanout_0022,34,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1177,ACCENT GROUP,risk,"ACCENT GROUP's share price approaching 50 cents, which is an all-time low for the company",active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:27:06+00:00,2026-05-04T08:27:06+00:00,fanout_0019,34,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets ACC/ACCENT GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1179,EDV,interpretation,Endeavour Group reflects valuation metrics tied to retail and hospitality operations,active,0.72,news:art_f10061794cc4a0954079f620,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:10:41+00:00,2026-05-04T16:10:41+00:00,DATA_MISSING,DATA_MISSING,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1180,EDV,observed_fact,Consumer demand and operational updates influence sector positioning,active,0.83,news:art_f10061794cc4a0954079f620,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:10:41+00:00,2026-05-04T16:10:41+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1181,EDV,observed_fact,Broader retail activity aligns with trends across ASX-listed companies,active,0.81,news:art_f10061794cc4a0954079f620,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:10:41+00:00,2026-05-04T16:10:41+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1182,EDV,risk,Fluctuations in consumer demand and market dynamics can impact retail and hospitality businesses,active,0.8,news:art_f10061794cc4a0954079f620,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:10:41+00:00,2026-05-04T16:10:41+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1183,EDV,risk,Operational efficiency and supply chain management are critical for maintaining stability within the retail sector,active,0.82,news:art_f10061794cc4a0954079f620,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:10:41+00:00,2026-05-04T16:10:41+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1493,A2M,observed_fact,A2 Milk has recalled three batches of its USA label infant formula due to the presence of cereulide toxin,active,0.81,news:art_aa13edd261034dba97055d8a,newspaper4k,DATA_MISSING,2026-05-03T22:52:00Z,2026-05-04T17:13:07+00:00,2026-05-04T17:13:07+00:00,DATA_MISSING,DATA_MISSING,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1494,A2M,operating_context,No reports of harm to infants have been received at the time of writing,active,0.78,news:art_aa13edd261034dba97055d8a,newspaper4k,DATA_MISSING,2026-05-03T22:52:00Z,2026-05-04T17:13:07+00:00,2026-05-04T17:13:07+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1495,A2M,observed_fact,Shares in A2 Milk plunged 11.35% to $6.44 in afternoon trade,active,0.84,news:art_aa13edd261034dba97055d8a,newspaper4k,DATA_MISSING,2026-05-03T22:52:00Z,2026-05-04T17:13:07+00:00,2026-05-04T17:13:07+00:00,DATA_MISSING,DATA_MISSING,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
