row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any
1208,COH,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:58+00:00,2026-05-04T16:11:58+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1209,EZZ,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:58+00:00,2026-05-04T16:11:58+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1210,AROVELLA,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:58+00:00,2026-05-04T16:11:58+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1211,4DMEDICAL,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:59+00:00,2026-05-04T16:11:59+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, and entity matches; preserve text until source review confirms display-safe normalization",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1212,LTR PHARMA,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:59+00:00,2026-05-04T16:11:59+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1213,CSL,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:59+00:00,2026-05-04T16:11:59+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1214,RESMED,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:59+00:00,2026-05-04T16:11:59+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1215,PARADIGM BIOPHARMACEUTICALS,operating_context,"{'date': '2026-05-03', 'description': '4DMEDICAL’s collaboration with GSK highlights the growing role of advanced imaging in respiratory research.'}",active,0.83,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:11:59+00:00,2026-05-04T16:11:59+00:00,fanout_0060,8,candidate_raw_payload_review,manual_review,raw dict-like row appears to be market/macro context in company memory; do not expire until source and destination are reviewed,medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1216,COH,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1217,EZZ,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1218,AROVELLA,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1219,4DMEDICAL,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1220,LTR PHARMA,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, and entity matches; preserve text until source review confirms display-safe normalization",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1221,CSL,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1222,RESMED,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1223,PARADIGM BIOPHARMACEUTICALS,strategic_initiative,"{'date': '2026-05-01', 'description': 'LTR PHARMA highlights SPONTAN clinical progress, US expansion strategy, and funding strength.'}",active,0.87,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0057,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target LTR PHARMA, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1224,COH,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1225,EZZ,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1226,AROVELLA,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1227,4DMEDICAL,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, and entity matches; preserve text until source review confirms display-safe normalization",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1228,LTR PHARMA,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1229,CSL,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1230,RESMED,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
1231,PARADIGM BIOPHARMACEUTICALS,observed_fact,"{'date': '2026-05-01', 'description': '4DMEDICAL secures a new pharma contract, boosting its lung imaging platform adoption.'}",active,0.88,news:art_e4faef3c4644fe5bb3b66e32,newspaper4k,DATA_MISSING,2026-05-04T16:07:24Z,2026-05-04T16:12:00+00:00,2026-05-04T16:12:00+00:00,fanout_0055,8,candidate_raw_payload_review,manual_review,"raw dict-like row appears to target 4DMEDICAL, but current entity is not in the detected target alias set",medium,MEDIUM,yes,company_memory.sqlite:memory_entries,manual_review
